num_cands,num_voters,pm,vm,size_mult_winners
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,GETCHA,4
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,Copeland,3
5,"(4, 5)",IC,GETCHA,3
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,GETCHA,5
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,2
5,"(4, 5)",IC,Beat Path,2
5,"(4, 5)",IC,Copeland,2
5,"(4, 5)",IC,GETCHA,2
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,Split Cycle,2
5,"(4, 5)",IC,Beat Path,2
5,"(4, 5)",IC,GETCHA,5
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,GETCHA,5
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,Split Cycle,2
5,"(4, 5)",IC,Beat Path,2
5,"(4, 5)",IC,GETCHA,4
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,GETCHA,4
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,Copeland,3
5,"(4, 5)",IC,GETCHA,3
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,GETCHA,5
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,2
5,"(4, 5)",IC,Beat Path,2
5,"(4, 5)",IC,Copeland,2
5,"(4, 5)",IC,GETCHA,2
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,Split Cycle,2
5,"(4, 5)",IC,Beat Path,2
5,"(4, 5)",IC,GETCHA,5
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,GETCHA,5
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,GETCHA,4
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,2
5,"(4, 5)",IC,Beat Path,2
5,"(4, 5)",IC,GETCHA,4
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,Copeland,3
5,"(4, 5)",IC,GETCHA,3
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,GETCHA,5
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,2
5,"(4, 5)",IC,Beat Path,2
5,"(4, 5)",IC,Copeland,2
5,"(4, 5)",IC,GETCHA,2
5,"(4, 5)",IC,Uncovered Set,2
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,Copeland,3
5,"(4, 5)",IC,GETCHA,3
5,"(4, 5)",IC,Uncovered Set,3
5,"(4, 5)",IC,Split Cycle,3
5,"(4, 5)",IC,Beat Path,3
5,"(4, 5)",IC,Copeland,3
5,"(4, 5)",IC,GETCHA,3
5,"(4, 5)",IC,Uncovered Set,3
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,3
5,"(10, 11)",IC,Beat Path,3
5,"(10, 11)",IC,Copeland,3
5,"(10, 11)",IC,GETCHA,3
5,"(10, 11)",IC,Uncovered Set,3
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,3
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,3
5,"(10, 11)",IC,Beat Path,3
5,"(10, 11)",IC,Copeland,3
5,"(10, 11)",IC,GETCHA,3
5,"(10, 11)",IC,Uncovered Set,3
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,3
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(10, 11)",IC,Split Cycle,2
5,"(10, 11)",IC,Beat Path,2
5,"(10, 11)",IC,GETCHA,4
5,"(10, 11)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,4
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,Copeland,2
5,"(20, 21)",IC,GETCHA,2
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Copeland,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,4
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,Copeland,2
5,"(20, 21)",IC,GETCHA,2
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Copeland,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,4
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,Copeland,2
5,"(20, 21)",IC,GETCHA,2
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,2
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,3
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,Copeland,3
5,"(20, 21)",IC,GETCHA,3
5,"(20, 21)",IC,Uncovered Set,3
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,3
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,Copeland,3
5,"(20, 21)",IC,GETCHA,3
5,"(20, 21)",IC,Uncovered Set,3
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,GETCHA,5
5,"(20, 21)",IC,Uncovered Set,3
5,"(20, 21)",IC,Split Cycle,2
5,"(20, 21)",IC,Beat Path,2
5,"(20, 21)",IC,Copeland,3
5,"(20, 21)",IC,GETCHA,3
5,"(20, 21)",IC,Uncovered Set,3
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,4
5,"(100, 101)",IC,Split Cycle,2
5,"(100, 101)",IC,Beat Path,2
5,"(100, 101)",IC,Copeland,2
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,3
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,4
5,"(100, 101)",IC,Split Cycle,2
5,"(100, 101)",IC,Beat Path,2
5,"(100, 101)",IC,Copeland,2
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,3
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,4
5,"(100, 101)",IC,Split Cycle,2
5,"(100, 101)",IC,Beat Path,2
5,"(100, 101)",IC,Copeland,2
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,3
5,"(100, 101)",IC,Copeland,2
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,3
5,"(100, 101)",IC,Split Cycle,2
5,"(100, 101)",IC,Beat Path,2
5,"(100, 101)",IC,Copeland,2
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,3
5,"(100, 101)",IC,Copeland,2
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,3
5,"(100, 101)",IC,Split Cycle,2
5,"(100, 101)",IC,Beat Path,2
5,"(100, 101)",IC,Copeland,2
5,"(100, 101)",IC,GETCHA,4
5,"(100, 101)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,4
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,5
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,4
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,5
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,4
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,5
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,4
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,5
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,4
5,"(500, 501)",IC,Uncovered Set,3
5,"(500, 501)",IC,Copeland,2
5,"(500, 501)",IC,GETCHA,5
5,"(500, 501)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,2
5,"(1000, 1001)",IC,Copeland,3
5,"(1000, 1001)",IC,GETCHA,3
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,2
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,2
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,2
5,"(1000, 1001)",IC,Copeland,3
5,"(1000, 1001)",IC,GETCHA,3
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,2
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,2
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,2
5,"(1000, 1001)",IC,Copeland,3
5,"(1000, 1001)",IC,GETCHA,3
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,Copeland,2
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,Copeland,3
5,"(1000, 1001)",IC,GETCHA,3
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,Copeland,2
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,Copeland,3
5,"(1000, 1001)",IC,GETCHA,3
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(1000, 1001)",IC,Copeland,2
5,"(1000, 1001)",IC,GETCHA,5
5,"(1000, 1001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,Split Cycle,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,5
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,Split Cycle,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,5
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,Split Cycle,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,5
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,Split Cycle,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,5
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,Split Cycle,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,4
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,5
5,"(5000, 5001)",IC,Copeland,2
5,"(5000, 5001)",IC,GETCHA,5
5,"(5000, 5001)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,Copeland,3
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,Copeland,3
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,GETCHA,7
7,"(4, 5)",IC,Uncovered Set,2
7,"(4, 5)",IC,Split Cycle,4
7,"(4, 5)",IC,Beat Path,4
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,3
7,"(4, 5)",IC,Beat Path,3
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,4
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,Copeland,2
7,"(4, 5)",IC,GETCHA,4
7,"(4, 5)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,4
7,"(4, 5)",IC,Beat Path,4
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,3
7,"(4, 5)",IC,Beat Path,3
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,4
7,"(4, 5)",IC,Split Cycle,2
7,"(4, 5)",IC,Beat Path,2
7,"(4, 5)",IC,Copeland,2
7,"(4, 5)",IC,GETCHA,4
7,"(4, 5)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,4
7,"(4, 5)",IC,Beat Path,4
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,3
7,"(4, 5)",IC,Split Cycle,3
7,"(4, 5)",IC,Beat Path,3
7,"(4, 5)",IC,GETCHA,6
7,"(4, 5)",IC,Uncovered Set,4
7,"(10, 11)",IC,Split Cycle,7
7,"(10, 11)",IC,Beat Path,7
7,"(10, 11)",IC,Copeland,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,6
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,5
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Copeland,2
7,"(10, 11)",IC,GETCHA,6
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,3
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,3
7,"(10, 11)",IC,Beat Path,3
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,3
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Copeland,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,7
7,"(10, 11)",IC,Beat Path,7
7,"(10, 11)",IC,Copeland,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,6
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,5
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Copeland,2
7,"(10, 11)",IC,GETCHA,6
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,3
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,3
7,"(10, 11)",IC,Beat Path,3
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,3
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Copeland,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,7
7,"(10, 11)",IC,Beat Path,7
7,"(10, 11)",IC,Copeland,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,6
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,5
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Copeland,2
7,"(10, 11)",IC,GETCHA,6
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,GETCHA,3
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,2
7,"(10, 11)",IC,Split Cycle,4
7,"(10, 11)",IC,Beat Path,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,5
7,"(10, 11)",IC,Split Cycle,4
7,"(10, 11)",IC,Beat Path,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,4
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,Copeland,2
7,"(10, 11)",IC,GETCHA,6
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,3
7,"(10, 11)",IC,Beat Path,3
7,"(10, 11)",IC,Copeland,3
7,"(10, 11)",IC,GETCHA,3
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,4
7,"(10, 11)",IC,Beat Path,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,5
7,"(10, 11)",IC,Split Cycle,4
7,"(10, 11)",IC,Beat Path,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,4
7,"(10, 11)",IC,Split Cycle,2
7,"(10, 11)",IC,Beat Path,2
7,"(10, 11)",IC,Copeland,2
7,"(10, 11)",IC,GETCHA,6
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,3
7,"(10, 11)",IC,Beat Path,3
7,"(10, 11)",IC,Copeland,3
7,"(10, 11)",IC,GETCHA,3
7,"(10, 11)",IC,Uncovered Set,3
7,"(10, 11)",IC,Split Cycle,4
7,"(10, 11)",IC,Beat Path,4
7,"(10, 11)",IC,GETCHA,7
7,"(10, 11)",IC,Uncovered Set,5
7,"(20, 21)",IC,Split Cycle,2
7,"(20, 21)",IC,Beat Path,2
7,"(20, 21)",IC,Copeland,2
7,"(20, 21)",IC,GETCHA,5
7,"(20, 21)",IC,Uncovered Set,3
7,"(20, 21)",IC,GETCHA,7
7,"(20, 21)",IC,Uncovered Set,2
7,"(20, 21)",IC,GETCHA,3
7,"(20, 21)",IC,Uncovered Set,2
7,"(20, 21)",IC,GETCHA,7
7,"(20, 21)",IC,Uncovered Set,4
7,"(20, 21)",IC,Split Cycle,3
7,"(20, 21)",IC,Beat Path,3
7,"(20, 21)",IC,Copeland,2
7,"(20, 21)",IC,GETCHA,7
7,"(20, 21)",IC,Uncovered Set,5
7,"(20, 21)",IC,Split Cycle,2
7,"(20, 21)",IC,GETCHA,7
7,"(20, 21)",IC,Uncovered Set,2
7,"(20, 21)",IC,Split Cycle,3
7,"(20, 21)",IC,Copeland,2
7,"(20, 21)",IC,GETCHA,7
7,"(20, 21)",IC,Uncovered Set,4
7,"(20, 21)",IC,Split Cycle,2
7,"(20, 21)",IC,Beat Path,2
7,"(20, 21)",IC,GETCHA,3
7,"(20, 21)",IC,Uncovered Set,2
7,"(20, 21)",IC,GETCHA,7
7,"(20, 21)",IC,Uncovered Set,2
